id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
20179,KINS,small_airport,Creech Air Force Base,36.587200164799995,-115.672996521,3133.0,,US,US-NV,Indian Springs,no,KINS,INS,KINS,INS,http://www.creech.af.mil/,https://en.wikipedia.org/wiki/Creech_Air_Force_Base,
3613,KINT,medium_airport,Smith Reynolds Airport,36.13370132446289,-80.22200012207031,969.0,,US,US-NC,Winston Salem,no,KINT,INT,KINT,INT,,https://en.wikipedia.org/wiki/Smith_Reynolds_Airport,
20180,KINW,medium_airport,Winslow Lindbergh Regional Airport,35.021900177,-110.722999573,4941.0,,US,US-AZ,Winslow,no,KINW,INW,KINW,INW,,https://en.wikipedia.org/wiki/Winslow-Lindbergh_Regional_Airport,
20181,KIOB,small_airport,Mount Sterling Montgomery County Airport,38.058102,-83.979599,1019.0,,US,US-KY,Mount Sterling,no,,,KIOB,IOB,,https://en.wikipedia.org/wiki/Mount_Sterling-Montgomery_County_Airport,
20182,KIOW,small_airport,Iowa City Municipal Airport,41.6391983032,-91.5465011597,668.0,,US,US-IA,Iowa City,no,KIOW,IOW,KIOW,IOW,http://www.icgov.org/?id=1501,https://en.wikipedia.org/wiki/Iowa_City_Municipal_Airport,
20183,KIPJ,small_airport,Lincolnton Lincoln County Regional Airport,35.483299,-81.161301,877.0,,US,US-NC,Lincolnton,no,,,KIPJ,IPJ,http://www.lincolncountyairport.com/,https://en.wikipedia.org/wiki/Lincolnton-Lincoln_County_Regional_Airport,5N4
20184,KIPL,medium_airport,Imperial County Airport,32.83539,-115.574026,-54.0,,US,US-CA,Imperial,yes,KIPL,IPL,KIPL,IPL,,https://en.wikipedia.org/wiki/Imperial_County_Airport,
3614,KIPT,medium_airport,Williamsport Regional Airport,41.242126,-76.92245,529.0,,US,US-PA,Williamsport,yes,KIPT,IPT,KIPT,IPT,,https://en.wikipedia.org/wiki/Williamsport_Regional_Airport,
3615,KIRK,medium_airport,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966.0,,US,US-MO,Kirksville,yes,KIRK,IRK,KIRK,IRK,,https://en.wikipedia.org/wiki/Kirksville_Regional_Airport,
20185,KIRS,small_airport,Kirsch Municipal Airport,41.813301,-85.439003,924.0,,US,US-MI,Sturgis,no,KIRS,IRS,KIRS,IRS,http://www.sturgismi.gov/airport/,https://en.wikipedia.org/wiki/Kirsch_Municipal_Airport,
20186,KISB,small_airport,Sibley Municipal Airport,43.36949921,-95.75980377,1538.0,,US,US-IA,Sibley,no,,,KISB,ISB,,,
20187,KISM,medium_airport,Kissimmee Gateway Airport,28.2898006439,-81.4371032715,82.0,,US,US-FL,Orlando,no,KISM,ISM,KISM,ISM,http://www.kissimmee.org/index.aspx?page=111,https://en.wikipedia.org/wiki/Kissimmee_Gateway_Airport,
20189,KISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.331401825,-77.60880279540001,93.0,,US,US-NC,Kinston,no,KISO,ISO,KISO,ISO,http://www.jetkinston.com/,https://en.wikipedia.org/wiki/Kinston_Regional_Jetport,
3616,KISP,medium_airport,Long Island Mac Arthur Airport,40.79520035,-73.10019684,99.0,,US,US-NY,Islip,yes,KISP,ISP,KISP,ISP,,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,
20190,KISQ,small_airport,Schoolcraft County Airport,45.974602,-86.171799,684.0,,US,US-MI,Manistique,no,KISQ,ISQ,KISQ,ISQ,,https://en.wikipedia.org/wiki/Schoolcraft_County_Airport,
20191,KISW,small_airport,Alexander Field South Wood County Airport,44.3602981567,-89.83899688720001,1021.0,,US,US-WI,Wisconsin Rapids,no,KISW,ISW,KISW,ISW,http://www.wirapids.org/department/?fDD=27-0,https://en.wikipedia.org/wiki/South_Wood_County_Airport,
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099.0,,US,US-NY,Ithaca,yes,KITH,ITH,KITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
20194,KITR,small_airport,Kit Carson County Airport,39.2425,-102.285004,4219.0,,US,US-CO,Burlington,no,,,KITR,ITR,,https://en.wikipedia.org/wiki/Kit_Carson_County_Airport,
3617,KIWA,medium_airport,Mesa Gateway Airport,33.3078,-111.654999,1382.0,,US,US-AZ,Mesa,yes,KIWA,AZA,KIWA,IWA,https://www.gatewayairport.com/,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport,"Higley Field, CHD, Phoenix-Mesa Gateway Airport, Williams Air Force Base, Williams Gateway Airport"
20195,KIWD,small_airport,Gogebic Iron County Airport,46.525298,-90.131578,1230.0,,US,US-MI,Ironwood,yes,KIWD,IWD,KIWD,IWD,,https://en.wikipedia.org/wiki/Gogebic-Iron_County_Airport,
20196,KIWH,small_airport,Wabash Municipal Airport,40.762991,-85.799747,796.0,,US,US-IN,Wabash,no,,,KIWH,IWH,,https://en.wikipedia.org/wiki/Wabash_Municipal_Airport,
20197,KIWI,small_airport,Wiscasset Airport,43.9613990784,-69.712600708,70.0,,US,US-ME,Wiscasset,no,KIWI,ISS,KIWI,IWI,http://www.wiscasset.org/departments/airport/,https://en.wikipedia.org/wiki/Wiscasset_Airport,
20198,KIWS,small_airport,West Houston Airport,29.818199,-95.6726,111.0,,US,US-TX,Houston,no,KIWS,IWS,KIWS,IWS,http://www.westhoustonairport.com/,https://en.wikipedia.org/wiki/West_Houston_Airport,"Lakeside, Memorial Skyland"
44457,KIXA,small_airport,Halifax-Northampton Regional Airport,36.3298,-77.635231,145.0,,US,US-NC,Halifax,no,,,KIXA,IXA,,https://en.wikipedia.org/wiki/Halifax%E2%80%93Northampton_Regional_Airport,
20199,KIXD,small_airport,New Century AirCenter Airport,38.830898,-94.890297,1087.0,,US,US-KS,New Century,no,KIXD,JCI,KIXD,IXD,,https://en.wikipedia.org/wiki/New_Century_AirCenter,"NUU, KNUU, Naval Air Station Olathe, NAS Olathe, Olathe, Flatley Field, Johnson County Industrial Airport"
20200,KIYK,small_airport,Inyokern Airport,35.65879822,-117.8300018,2457.0,,US,US-CA,Inyokern,no,KIYK,IYK,KIYK,IYK,,https://en.wikipedia.org/wiki/Inyokern_Airport,
20201,KIZA,small_airport,Santa Ynez Airport,34.60680008,-120.0759964,674.0,,US,US-CA,Santa Ynez,no,KIZA,SQA,KIZA,IZA,http://www.santaynezairport.com/info.html,https://en.wikipedia.org/wiki/Santa_Ynez_Airport,
20202,KIZG,small_airport,Eastern Slopes Regional Airport,43.991100311299995,-70.9478988647,454.0,,US,US-ME,Fryeburg,no,KIZG,FRY,KIZG,IZG,,https://en.wikipedia.org/wiki/Eastern_Slopes_Regional_Airport,
3618,KJAC,medium_airport,Jackson Hole Airport,43.6072998046875,-110.73799896240234,6451.0,,US,US-WY,Jackson,yes,KJAC,JAC,KJAC,JAC,,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346.0,,US,US-MS,Jackson,yes,KJAN,JAN,KJAN,JAN,,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,
20203,KJAS,small_airport,Jasper County Airport Bell Field,30.8857,-94.034897,213.0,,US,US-TX,Jasper,no,KJAS,JAS,KJAS,JAS,,,
20204,KJAU,small_airport,Campbell County Airport  - Colonel Tommy C Stiner Airfield,36.334073,-84.162977,1180.0,,US,US-TN,Jacksboro,no,,,KJAU,JAU,https://campbellcountytn.gov/campbell-county-airport/,https://en.wikipedia.org/wiki/Campbell_County_Airport_(Tennessee),Campbell County Airport
3620,KJAX,large_airport,Jacksonville International Airport,30.492469,-81.687813,30.0,,US,US-FL,Jacksonville,yes,KJAX,JAX,KJAX,JAX,https://www.flyjacksonville.com/,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,
3621,KJBR,medium_airport,Jonesboro Municipal Airport,35.83169937133789,-90.64640045166016,262.0,,US,US-AR,Jonesboro,yes,KJBR,JBR,KJBR,JBR,,https://en.wikipedia.org/wiki/Jonesboro_Municipal_Airport,
20205,KJCT,medium_airport,Kimble County Airport,30.5112991333,-99.7634963989,1749.0,,US,US-TX,Junction,no,KJCT,JCT,KJCT,JCT,,,
20206,KJDD,small_airport,Wood County Airport - Collins Field,32.742199,-95.496498,434.0,,US,US-TX,Mineola,no,,,KJDD,JDD,https://www.woodcountyairport.net/,https://en.wikipedia.org/wiki/Wood_County_Airport_(Texas),3T1
20207,KJDN,small_airport,Jordan Airport,47.3288,-106.953003,2662.0,,US,US-MT,Jordan,no,KJDN,JDN,KJDN,JDN,,https://en.wikipedia.org/wiki/Jordan_Airport,
20208,KJEF,small_airport,Jefferson City Memorial Airport,38.5912017822,-92.1560974121,549.0,,US,US-MO,Jefferson City,no,KJEF,JEF,KJEF,JEF,https://www.jeffcitymo.org/publicworks/airport/airport.html,https://en.wikipedia.org/wiki/Jefferson_City_Memorial_Airport,
20209,KJER,small_airport,Jerome County Airport,42.72669982910156,-114.45700073242188,4053.0,,US,US-ID,Jerome,no,,,KJER,JER,,,
20210,KJES,small_airport,Jesup Wayne County Airport,31.554001,-81.8825,107.0,,US,US-GA,Jesup,no,,,KJES,JES,,https://en.wikipedia.org/wiki/Jesup%E2%80%93Wayne_County_Airport,
3622,KJFK,large_airport,John F Kennedy International Airport,40.639447,-73.779317,13.0,,US,US-NY,New York,yes,KJFK,JFK,KJFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
20211,KJFX,small_airport,Walker County Airport Bevill Field,33.902,-87.314201,482.0,,US,US-AL,Jasper,no,,,KJFX,JFX,,https://en.wikipedia.org/wiki/Walker_County_Airport,L02
19016,KJFZ,small_airport,Tazewell County Airport,37.063702,-81.798302,2653.0,,US,US-VA,Cedar Bluff,no,,,KJFZ,JFZ,http://fly.tazewellcountyva.org/,,"6V3, KBNK, BNK, Richlands"
20212,KJGG,small_airport,Williamsburg Jamestown Airport,37.239201,-76.716103,49.0,,US,US-VA,Williamsburg,no,,,KJGG,JGG,https://williamsburgjamestownairport.com/,,
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15425,-79.254008,1723.0,,US,US-NY,Jamestown,no,KJHW,JHW,KJHW,JHW,,https://en.wikipedia.org/wiki/Chautauqua_County-Jamestown_Airport,
20214,KJKA,small_airport,Jack Edwards National Airport,30.290501,-87.671799,17.0,,US,US-AL,Gulf Shores,no,KJKA,GUF,KJKA,JKA,https://www.flyjka.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,AL15
20215,KJKJ,small_airport,Moorhead Municipal Airport,46.83917,-96.663703,918.0,,US,US-MN,Moorhead,no,,,KJKJ,JKJ,,https://en.wikipedia.org/wiki/Moorhead_Municipal_Airport,
20216,KJKL,medium_airport,Julian Carroll Airport,37.59389877319336,-83.31729888916016,1381.0,,US,US-KY,Jackson,no,,,KJKL,JKL,,,
3623,KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981.0,,US,US-MO,Joplin,yes,KJLN,JLN,KJLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,
20217,KJMR,small_airport,Mora Municipal Airport,45.886101,-93.271796,1012.0,,US,US-MN,Mora,no,,,KJMR,JMR,https://www.ci.mora.mn.us/?SEC=6D61A290-FC50-4FC2-BC1B-68C5B35539D5,https://en.wikipedia.org/wiki/Mora_Municipal_Airport,19D
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500.0,,US,US-ND,Jamestown,yes,KJMS,JMS,KJMS,JMS,,https://en.wikipedia.org/wiki/Jamestown_Regional_Airport,
20218,KJNX,medium_airport,Johnston Regional Airport,35.540901,-78.390297,164.0,,US,US-NC,Smithfield,no,,,KJNX,JNX,https://www.johnstonnc.com/JNX/,,Johnston County Airport
20219,KJOT,small_airport,Joliet Regional Airport,41.51779938,-88.17549896,582.0,,US,US-IL,Joliet,no,KJOT,JOT,KJOT,JOT,http://www.jolietpark.org/index.php/facilities/joliet-regional-airport,https://en.wikipedia.org/wiki/Joliet_Regional_Airport,
20220,KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705.0,,US,US-NC,Concord,yes,KJQF,USA,KJQF,JQF,http://www.concordnc.gov/Departments/Concord-Regional-Airport,https://en.wikipedia.org/wiki/Concord_Regional_Airport,"3N8, ""NASCAR's Airport"""
18258,KJSD,heliport,Sikorsky Heliport,41.249298095703125,-73.0968017578125,20.0,,US,US-CT,Stratford,no,,,KJSD,JSD,,,
20221,KJSO,small_airport,Cherokee County Airport,31.8693008423,-95.2173995972,677.0,,US,US-TX,Jacksonville,no,KJSO,JKV,KJSO,JSO,,https://en.wikipedia.org/wiki/Cherokee_County_Airport_(Texas),
3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107421875,-78.83390045166016,2284.0,,US,US-PA,Johnstown,yes,KJST,JST,KJST,JST,,https://en.wikipedia.org/wiki/Johnstown-Cambria_County_Airport,
20222,KJSV,small_airport,Sallisaw Municipal Airport,35.438202,-94.802803,527.0,,US,US-OK,Sallisaw,no,,,KJSV,JSV,,https://en.wikipedia.org/wiki/Sallisaw_Municipal_Airport,
20223,KJVL,small_airport,Southern Wisconsin Regional Airport,42.620300293,-89.0416030884,808.0,,US,US-WI,Janesville,no,KJVL,JVL,KJVL,JVL,http://www.jvlairport.com/,https://en.wikipedia.org/wiki/Southern_Wisconsin_Regional_Airport,Rock County Airport
20224,KJVY,small_airport,Clark Regional Airport,38.365398,-85.738197,474.0,,US,US-IN,Jeffersonville,no,,,KJVY,JVY,,https://en.wikipedia.org/wiki/Clark_Regional_Airport,
20225,KJWG,small_airport,Watonga Regional Airport,35.8647,-98.420799,1550.0,,US,US-OK,Watonga,no,,,KJWG,JWG,https://www.watongaok.gov/airport,https://en.wikipedia.org/wiki/Watonga_Regional_Airport,
20226,KJWN,small_airport,John C Tune Airport,36.1824,-86.886703,495.0,,US,US-TN,Nashville,no,,,KJWN,JWN,,https://en.wikipedia.org/wiki/John_C._Tune_Airport,
20227,KJWY,medium_airport,Mid-Way Regional Airport,32.4587,-96.912399,713.0,,US,US-TX,Midlothian/Waxahachie,no,,,KJWY,JWY,http://www.mid-wayregional.com/,https://en.wikipedia.org/wiki/Mid-Way_Regional_Airport,4T6
20228,KJXI,small_airport,Fox Stephens Field Gilmer Municipal Airport,32.699001,-94.948898,415.0,,US,US-TX,Gilmer,no,,,KJXI,JXI,https://www.gilmer-tx.com/destinations/fox-stephens-field-airport,,4F4
3626,KJXN,medium_airport,Jackson County Airport/Reynolds Field,42.260509,-84.463019,1001.0,,US,US-MI,Jackson,no,KJXN,JXN,KJXN,JXN,http://www.co.jackson.mi.us/airport/,https://en.wikipedia.org/wiki/Jackson_County_Airport_(Michigan),
20229,KJYG,small_airport,St James Municipal Airport,43.986301,-94.557899,1067.0,,US,US-MN,St James,no,,,KJYG,JYG,,https://en.wikipedia.org/wiki/St._James_Municipal_Airport,
20230,KJYL,small_airport,Plantation Airpark,32.645302,-81.597099,188.0,,US,US-GA,Sylvania,no,,,KJYL,JYL,,,"Jump Georgia Skydiving, Sylvania Screven"
20231,KJYM,small_airport,Hillsdale Municipal Airport,41.92129898071289,-84.58580017089844,1182.0,,US,US-MI,Hillsdale,no,,,KJYM,JYM,,https://en.wikipedia.org/wiki/Hillsdale_Municipal_Airport,
20232,KJYO,small_airport,Leesburg Executive Airport,39.077999,-77.557503,389.0,,US,US-VA,Leesburg,no,,,KJYO,JYO,http://www.leesburgva.gov/government/departments/airport,https://en.wikipedia.org/wiki/Leesburg_Executive_Airport,ADIZ
20233,KJYR,small_airport,York Municipal Airport,40.896801,-97.622803,1670.0,,US,US-NE,York,no,,,KJYR,JYR,,https://en.wikipedia.org/wiki/York_Municipal_Airport,
20234,KJZI,small_airport,Charleston Executive Airport,32.698238,-80.005675,17.0,,US,US-SC,Johns Island,no,,,KJZI,JZI,https://www.iflychs.com/JZI,https://en.wikipedia.org/wiki/Charleston_Executive_Airport,
20235,KJZP,small_airport,Pickens County Airport,34.4534,-84.457397,1535.0,,US,US-GA,Jasper,no,,,KJZP,JZP,,https://en.wikipedia.org/wiki/Pickens_County_Airport_(Georgia),
20275,KKIC,small_airport,Mesa Del Rey Airport,36.2280006409,-121.122001648,370.0,,US,US-CA,King City,no,KKIC,KIC,KKIC,KIC,http://www.kingcity.com/index.php?option=com_content&task=view&id=39&Itemid=112,https://en.wikipedia.org/wiki/Mesa_Del_Rey_Airport,
20277,KKLS,medium_airport,Southwest Washington Regional Airport,46.11800003049999,-122.898002625,20.0,,US,US-WA,Kelso,no,KKLS,KLS,KKLS,KLS,http://www.kelso.gov/Departments%20%2526%20Services/Airport,https://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport,"Molt Taylor Field, Kelso-Longview Regional"
20278,KKNB,small_airport,Kanab Municipal Airport,37.011101,-112.530998,4868.0,,US,US-UT,Kanab,no,KKNB,KNB,KKNB,KNB,,https://en.wikipedia.org/wiki/Kanab_Municipal_Airport,
20317,KLAA,medium_airport,Southeast Colorado Regional Airport,38.066407,-102.691373,3706.0,,US,US-CO,Lamar,no,KLAA,LAA,KLAA,LAA,http://www.ci.lamar.co.us/index.asp?Type=B_BASIC&SEC={C91FC3CC-5A83-4F9C-9AF7-A96F374C2EE5}&DE=,https://en.wikipedia.org/wiki/Lamar_Municipal_Airport_(Colorado),Lamar Municipal
3627,KLAF,medium_airport,Purdue University Airport,40.412875,-86.939363,606.0,,US,US-IN,West Lafayette,yes,KLAF,LAF,KLAF,LAF,,https://en.wikipedia.org/wiki/Purdue_University_Airport,
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.987656,-82.018776,142.0,,US,US-FL,Lakeland,yes,KLAL,LAL,KLAL,LAL,,https://en.wikipedia.org/wiki/Lakeland_Linder_Regional_Airport,
20318,KLAM,small_airport,Los Alamos Airport,35.8797988892,-106.268997192,7171.0,,US,US-NM,Los Alamos,no,KLAM,LAM,KLAM,LAM,,https://en.wikipedia.org/wiki/Los_Alamos_County_Airport,
3629,KLAN,medium_airport,Capital City Airport,42.77870178222656,-84.58740234375,861.0,,US,US-MI,Lansing,yes,KLAN,LAN,KLAN,LAN,,https://en.wikipedia.org/wiki/Lansing_Capital_City_Airport,
3630,KLAR,medium_airport,Laramie Regional Airport,41.31209945678711,-105.6750030517578,7284.0,,US,US-WY,Laramie,yes,KLAR,LAR,KLAR,LAR,,https://en.wikipedia.org/wiki/Laramie_Regional_Airport,
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181.0,,US,US-NV,Las Vegas,yes,KLAS,LAS,KLAS,LAS,https://www.harryreidairport.com/,https://en.wikipedia.org/wiki/Harry_Reid_International_Airport,McCarran International Airport
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.567699,-98.416603,1110.0,,US,US-OK,Lawton,yes,KLAW,LAW,KLAW,LAW,,https://en.wikipedia.org/wiki/Lawton-Fort_Sill_Regional_Airport,
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125.0,,US,US-CA,Los Angeles,yes,KLAX,LAX,KLAX,LAX,https://www.flylax.com/,https://en.wikipedia.org/wiki/Los_Angeles_International_Airport,Tom Bradley
3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282.0,,US,US-TX,Lubbock,yes,KLBB,LBB,KLBB,LBB,http://www.flylia.com/,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199.0,,US,US-PA,Latrobe,yes,KLBE,LBE,KLBE,LBE,,https://en.wikipedia.org/wiki/Arnold_Palmer_Regional_Airport,
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777.0,,US,US-NE,North Platte,yes,KLBF,LBF,KLBF,LBF,,https://en.wikipedia.org/wiki/North_Platte_Regional_Airport,
3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885.0,,US,US-KS,Liberal,yes,KLBL,LBL,KLBL,LBL,,https://en.wikipedia.org/wiki/Liberal_Municipal_Airport,
20320,KLBO,small_airport,Floyd W. Jones Lebanon Airport,37.6483,-92.652397,1321.0,,US,US-MO,Lebanon,no,,,KLBO,LBO,,https://en.wikipedia.org/wiki/Floyd_W._Jones_Lebanon_Airport,
20321,KLBR,small_airport,Clarksville Red River City-J D Trissell Field,33.593201,-95.063599,440.0,,US,US-TX,Clarksville,no,,,KLBR,LBR,,https://en.wikipedia.org/wiki/Clarksville/Red_River_County_Airport,
20322,KLBT,medium_airport,Lumberton Regional Airport,34.610773,-79.05943,126.0,,US,US-NC,Lumberton,no,KLBT,LBT,KLBT,LBT,http://www.lumbertonmunicipalairport.com/default.htm,https://en.wikipedia.org/wiki/Lumberton_Municipal_Airport,
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,25.0,,US,US-TX,Angleton,no,KLBX,LJN,KLBX,LBX,http://www.flylbx.org/,https://en.wikipedia.org/wiki/Texas_Gulf_Coast_Regional_Airport,Texas Gulf Coast Regional Airport
20324,KLCG,small_airport,Wayne Municipal Airport / Stan Morris Field,42.241901,-96.9814,1431.0,,US,US-NE,Wayne,no,,,KLCG,LCG,,,
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.126100540161133,-93.22329711914062,15.0,,US,US-LA,Lake Charles,yes,KLCH,LCH,KLCH,LCH,,https://en.wikipedia.org/wiki/Lake_Charles_Regional_Airport,
20325,KLCI,small_airport,Laconia Municipal Airport,43.572701,-71.4189,545.0,,US,US-NH,Laconia / Gilford,no,KLCI,LCI,KLCI,LCI,http://www.laconiaairport.com/,https://en.wikipedia.org/wiki/Laconia_Municipal_Airport,
3638,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744.0,,US,US-OH,Columbus,yes,KLCK,LCK,KLCK,LCK,http://rickenbackerinlandport.com/en/rickenbacker-international-airport/,https://en.wikipedia.org/wiki/Rickenbacker_International_Airport,Lockbourne Army Air Field
20326,KLCQ,small_airport,Lake City Gateway Airport,30.181999,-82.576897,201.0,,US,US-FL,Lake City,no,KLCQ,LCQ,KLCQ,LCQ,http://www.lcfla.com/index.php/departments/gateway-airport-klcq,https://en.wikipedia.org/wiki/Lake_City_Gateway_Airport,"31J, Lake City Municipal Airport"
20327,KLDJ,small_airport,Linden Airport,40.617401123,-74.2445983887,23.0,,US,US-NJ,Linden,no,KLDJ,LDJ,KLDJ,LDJ,http://www.lindenairportnj.com/,https://en.wikipedia.org/wiki/Linden_Airport,"Manhattan, New York City, NYC"
20328,KLDM,small_airport,Mason County Airport,43.96250153,-86.40789795,646.0,,US,US-MI,Ludington,no,KLDM,LDM,KLDM,LDM,,https://en.wikipedia.org/wiki/Mason_County_Airport_(Michigan),
346559,KLDR,heliport,USCG San Diego Heliport,32.726538,-117.181206,9.0,,US,US-CA,San Diego,no,,,KLDR,LDR,https://media.defense.gov/2017/Jul/04/2001772955/-1/-1/0/STATION_CG_ACTIVITIES_SAN_DIEGO.PDF,https://en.wikipedia.org/wiki/Coast_Guard_Air_Station_San_Diego,
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.626098632799994,-72.30419921880001,603.0,,US,US-NH,Lebanon,yes,KLEB,LEB,KLEB,LEB,http://flyleb.com/,https://en.wikipedia.org/wiki/Lebanon_Municipal_Airport_(New_Hampshire),
20329,KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76.0,,US,US-FL,Leesburg,no,KLEE,LEE,KLEE,LEE,http://www.leesburgflorida.gov/index.aspx?page=45,https://en.wikipedia.org/wiki/Leesburg_International_Airport,Leesburg AAF
20330,KLEM,small_airport,Lemmon Municipal Airport,45.9187011719,-102.106002808,2571.0,,US,US-SD,Lemmon,no,KLEM,LEM,KLEM,LEM,http://www.lemmonsd.com/ray-kolb-field-airport.php,,Ray Kolb Field
20331,KLEW,small_airport,Auburn Lewiston Municipal Airport,44.048500061,-70.2835006714,288.0,,US,US-ME,Auburn/Lewiston,no,KLEW,LEW,KLEW,LEW,http://www.flytome.com/,https://en.wikipedia.org/wiki/Auburn/Lewiston_Municipal_Airport,NAAF Lewiston
3640,KLEX,medium_airport,Blue Grass Airport,38.036499,-84.605904,979.0,,US,US-KY,Lexington,yes,KLEX,LEX,KLEX,LEX,http://www.bluegrassairport.com/,https://en.wikipedia.org/wiki/Blue_Grass_Airport,
3641,KLFI,medium_airport,Langley Air Force Base,37.082901,-76.360497,11.0,,US,US-VA,Hampton,no,KLFI,LFI,KLFI,LFI,http://www.langleyafb.us/,https://en.wikipedia.org/wiki/Langley_Field,Langley Field
20332,KLFK,medium_airport,Angelina County Airport,31.2339992523,-94.75,296.0,,US,US-TX,Lufkin,no,KLFK,LFK,KLFK,LFK,http://www.angelinacounty.net/departments/airport,https://en.wikipedia.org/wiki/Angelina_County_Airport,
3642,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42.0,,US,US-LA,Lafayette,yes,KLFT,LFT,KLFT,LFT,http://www.lftairport.com/Home,https://en.wikipedia.org/wiki/Lafayette_Regional_Airport,
3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21.0,,US,US-NY,New York,yes,KLGA,LGA,KLGA,LGA,https://www.laguardiaairport.com/,https://en.wikipedia.org/wiki/LaGuardia_Airport,"Manhattan, New York City, NYC, Glenn H. Curtiss Airport, North Beach Airport, La Guardia"
3644,KLGB,medium_airport,Long Beach Airport (Daugherty Field),33.816523,-118.149891,60.0,,US,US-CA,Long Beach,yes,KLGB,LGB,KLGB,LGB,http://www.lgb.org/,https://en.wikipedia.org/wiki/Long_Beach_Airport,Daugherty Field
20334,KLGC,small_airport,LaGrange Callaway Airport,33.008873,-85.074331,693.0,,US,US-GA,LaGrange,no,KLGC,LGC,KLGC,LGC,http://lagrangeairport.com/,https://en.wikipedia.org/wiki/LaGrange_Callaway_Airport,
20335,KLGD,small_airport,La Grande/Union County Airport,45.2901992798,-118.007003784,2717.0,,US,US-OR,La Grande,no,KLGD,LGD,KLGD,LGD,http://union-county.org/public-works/airport/,https://en.wikipedia.org/wiki/La_Grande/Union_County_Airport,
20336,KLGF,small_airport,Laguna Army Airfield,32.86000061,-114.3970032,433.0,,US,US-AZ,Yuma Proving Ground(Yuma),no,KLGF,LGF,KLGF,LGF,http://www.yuma.army.mil/,https://en.wikipedia.org/wiki/Laguna_Army_Airfield,Yuma Proving Ground
20337,KLGU,medium_airport,Logan-Cache Airport,41.7911987305,-111.851997375,4457.0,,US,US-UT,Logan,no,KLGU,LGU,KLGU,LGU,http://logan-cacheairport.org/,https://en.wikipedia.org/wiki/Logan-Cache_Airport,
20338,KLHB,small_airport,Hearne Municipal Airport,30.871799,-96.6222,285.0,,US,US-TX,Hearne,no,,,KLHB,LHB,,https://en.wikipedia.org/wiki/Hearne_Municipal_Airport,
20339,KLHM,small_airport,Lincoln Regional Karl Harder Field,38.909199,-121.350998,121.0,,US,US-CA,Lincoln,no,,,KLHM,LHM,,https://en.wikipedia.org/wiki/Lincoln_Regional_Airport_(California),O51
20340,KLHQ,small_airport,Fairfield County Airport,39.7556,-82.657097,868.0,,US,US-OH,Lancaster,no,,,KLHQ,LHQ,,https://en.wikipedia.org/wiki/Fairfield_County_Airport_(Ohio),
